# Generated from ../data/13JUL2013/024.dat
freq T_s gyro_x steer steer_rate v
4.27892 1 0.010611 0.0189917 0.416249 0.0591622
4.35816 1 0.0387149 0.0208304 0.432054 0.121898
4.4374 1 0.0370136 0.0272143 0.633415 0.19796
4.51664 1 0.0117566 0.00871609 0.242998 0.0600833
4.59588 1 0.0287194 0.0182818 0.410938 0.107454
4.67512 1 0.00609768 0.00888995 0.207354 0.0804232
4.75436 1 0.0677924 0.0559016 1.14341 0.410471
4.8336 1 0.0323681 0.0108538 0.255585 0.0901973
4.91284 1 0.00853713 0.0138837 0.318278 0.0538701
4.99208 1 0.00777921 0.00489476 0.138428 0.0819575
5.07132 1 0.0964097 0.0255268 0.427927 0.261387
5.15055 1 0.0237595 0.0107351 0.194198 0.122901
5.22979 1 0.0446484 0.0262772 0.54486 0.184076
5.30903 1 0.00780752 0.0019491 0.0906257 0.0244222
5.38827 1 0.0149178 0.0175901 0.364005 0.137262
5.46751 1 0.364902 0.125251 2.61756 1.31285
5.54675 1 0.00193897 0.0105647 0.21081 0.099413
5.62599 1 0.00414188 0.00423382 0.056059 0.0617957
5.70523 1 0.0118857 0.0131412 0.303186 0.11499
5.78447 1 0.0423435 0.0264034 0.525312 0.313594
5.86371 1 0.0311714 0.0228006 0.543416 0.117116
5.94295 1 0.00274715 0.00465603 0.0773958 0.0484616
6.02219 1 0.0140368 0.0154783 0.396611 0.0696019
6.10143 1 0.0192744 0.0106002 0.179612 0.0825887
6.18067 1 0.0153786 0.00990453 0.233294 0.053493
6.2599 1 0.00991608 0.004695 0.0613046 0.0396356
6.33914 1 0.0299254 0.0174098 0.47253 0.0677284
6.41838 1 0.0153072 0.0284394 0.593908 0.140441
6.49762 1 0.0421125 0.0497003 1.26687 0.141723
6.57686 1 0.00654886 0.0073475 0.159798 0.0356826
6.6561 1 0.00503707 0.0132898 0.374954 0.0385333
6.73534 1 0.00820507 0.0068776 0.111074 0.108445
6.81458 1 0.171074 0.121113 3.07863 0.773489
6.89382 1 0.0127175 0.00659529 0.123451 0.0671177
6.97306 1 0.0047066 0.0144303 0.379558 0.0971014
7.0523 1 0.00140185 0.0207551 0.539856 0.153449
7.13154 1 0.02045 0.0159268 0.458385 0.0262919
7.21078 1 0.0116562 0.00517167 0.113981 0.0401085
7.29002 1 0.0188716 0.00192424 0.0460305 0.0218052
7.36925 1 0.0138423 0.0108076 0.287547 0.0771683
7.44849 1 0.00825735 0.0255988 0.785444 0.0573513
7.52773 1 0.0349374 0.026576 0.756225 0.0119209
7.60697 1 0.0181589 0.00872782 0.264826 0.0367797
7.68621 1 0.0206161 0.0119588 0.270244 0.0587304
7.76545 1 0.019331 0.0121676 0.360803 0.0280419
7.84469 1 0.0188795 0.0136423 0.338157 0.0664477
7.92393 1 0.017999 0.00885604 0.244821 0.0494078
8.00317 1 0.0206922 0.0213503 0.683877 0.0489724
8.08241 1 0.0251244 0.0207698 0.632154 0.0651886
8.16165 1 0.0164454 0.0207754 0.623224 0.0519282
8.24089 1 0.0159014 0.0101581 0.32786 0.0157303
8.32013 1 0.0316269 0.0106674 0.348679 0.0313378
8.39937 1 0.0249977 0.0147528 0.432374 0.0425384
8.4786 1 0.0134265 0.0276891 0.92823 0.0524665
8.55784 1 0.00580777 0.013851 0.457469 0.0428928
8.63708 1 0.0110944 0.00540198 0.110696 0.0238402
8.71632 1 0.0321838 0.0217462 0.750852 0.0302059
8.79556 1 0.0447429 0.0192271 0.731534 0.0516641
8.8748 1 0.019493 0.0069075 0.276803 0.0188667
8.95404 1 0.0353117 0.0208805 0.838396 0.0207074
9.03328 1 0.0413007 0.00869018 0.375317 0.00956199
9.11252 1 0.0316523 0.007717 0.289842 0.0149255
9.19176 1 0.0268363 0.0169905 0.530496 0.0178843
9.271 1 0.0213631 0.00782576 0.319926 0.00582662
9.35024 1 0.024519 0.00821909 0.340425 0.0117374
9.42948 1 0.0554832 0.0353601 1.12292 0.0564589
9.50872 1 0.0200109 0.010056 0.374734 0.012006
9.58795 1 0.0141432 0.000878046 0.066631 0.00587808
9.66719 1 0.0304671 0.00799422 0.30256 0.0108406
9.74643 1 0.0302803 0.0132628 0.496924 0.00419027
9.82567 1 0.0409162 0.0170463 0.525509 0.02001
9.90491 1 0.00755104 0.00533416 0.123131 0.00862118
9.98415 1 0.0488736 0.0136495 0.408821 0.0117025
10.0634 1 0.0376846 0.0131195 0.451357 0.00599053
10.1426 1 0.0161054 0.0121139 0.413059 0.000741823
10.2219 1 0.0119887 0.0104604 0.353627 0.00270183
10.3011 1 0.0234496 0.00660113 0.23748 0.000164541
10.3803 1 0.0361477 0.0078472 0.312679 0.00141417
10.4596 1 0.0347319 0.00523783 0.178419 0.000289281
10.5388 1 0.0135131 0.0116333 0.384027 0.000146058
10.6181 1 0.0112889 0.0111003 0.357153 0.000852596
10.6973 1 0.0466592 0.0110828 0.350706 0.00109568
10.7765 1 0.0227416 0.00434283 0.157741 0.00131241
10.8558 1 0.0077478 0.00422374 0.0961204 0.00428146
10.935 1 0.012676 0.00497084 0.167924 0.00306695
11.0143 1 0.0430802 0.0124464 0.455749 0.00738178
11.0935 1 0.010221 0.00308721 0.0940629 0.00557892
11.1727 1 0.0162985 0.00350982 0.13566 0.00108459
11.252 1 0.0351915 0.008465 0.341573 0.0063592
11.3312 1 0.0230404 0.00255631 0.0648549 0.00172882
11.4105 1 0.0254934 0.00350827 0.153536 0.00168546
11.4897 1 0.0131955 0.00342662 0.116455 0.00373868
11.5689 1 0.0253856 0.00272317 0.10913 0.000321414
11.6482 1 0.0157426 0.0021658 0.0884812 0.00114321
11.7274 1 0.0207421 0.000506679 0.0223954 0.00236631
11.8067 1 0.0167349 0.00200971 0.0779432 0.00190916
11.8859 1 0.0131918 0.000220833 0.012279 0.00082259
11.9651 1 0.0162165 0.00148799 0.0569103 0.000415694
12.0444 1 0.0125321 0.000909305 0.0575993 0.00916311
12.1236 1 0.0170033 0.00580099 0.242259 0.00993229
12.2029 1 0.0184899 0.00134265 0.0529011 0.00176164
12.2821 1 0.0159156 0.00188917 0.0777204 0.000760043
12.3613 1 0.0148063 0.00337099 0.138421 0.00206947
12.4406 1 0.0153348 0.000947421 0.0553983 0.000680606
12.5198 1 0.0137762 0.000902291 0.0708911 0.00421953
12.599 1 0.0300433 0.000832349 0.0139027 0.00352957
12.6783 1 0.0236458 0.00113829 0.0559656 0.00135677
12.7575 1 0.0148326 0.00220385 0.0916766 0.00571371
12.8368 1 0.0428647 0.00382804 0.175328 0.0139309
12.916 1 0.0181207 0.00113562 0.0641899 0.0031332
12.9952 1 0.00225208 0.00287891 0.267348 0.0129782
13.0745 1 0.0123011 0.000722882 0.0424756 0.00373607
13.1537 1 0.0305388 0.000344436 0.0228924 0.00110534
13.233 1 0.0395304 0.00331518 0.137815 0.0102044
13.3122 1 0.0480048 0.000433638 0.00948516 0.0089828
13.3914 1 0.0257961 0.00130033 0.0565962 0.000691849
13.4707 1 0.0278589 0.000198178 0.00955388 0.00208284
13.5499 1 0.0281611 0.000693227 0.0337912 0.00140628
13.6292 1 0.0278046 0.000853938 0.0422107 0.000197174
13.7084 1 0.0257199 0.00114067 0.0553245 0.00175616
13.7876 1 0.0252274 0.00089701 0.0455163 0.000487815
13.8669 1 0.0248925 0.00102451 0.050608 0.00074405
13.9461 1 0.0233823 0.000840001 0.0409245 0.00116245
14.0254 1 0.0239526 0.000582441 0.0292814 0.000391472
14.1046 1 0.0332758 0.00096186 0.045241 0.000450874
14.1838 1 0.0363741 0.000791689 0.0423864 0.0015545
14.2631 1 0.0293643 0.000498897 0.030416 0.00168925
14.3423 1 0.0281366 0.000871449 0.0423817 0.00073503
14.4216 1 0.0336123 0.000615436 0.030968 0.000535769
14.5008 1 0.030637 0.000749402 0.0403618 0.000385015
14.58 1 0.0343589 0.000744647 0.041868 0.00042231
14.6593 1 0.0312763 0.00114202 0.0558168 0.0026016
14.7385 1 0.0257409 0.00104591 0.0480432 0.00455603
14.8177 1 0.0398521 0.000318819 0.0279255 0.00378702
14.897 1 0.0398611 0.000835257 0.0448725 0.000265553
14.9762 1 0.0400395 0.000775207 0.0356396 0.000700845
15.0555 1 0.0289267 0.000745528 0.0284089 0.00451587
15.1347 1 0.0405244 0.00302537 0.141521 0.00463976
15.2139 1 0.055016 0.00212437 0.131525 0.00151041
15.2932 1 0.0435264 0.00201776 0.0897965 0.00421458
15.3724 1 0.057894 0.00460284 0.195686 0.00517909
15.4517 1 0.0659845 0.00329917 0.144539 0.00754729
15.5309 1 0.0288545 0.000915223 0.0307157 0.0109827
15.6101 1 0.132057 0.0131594 0.601426 0.044945
15.6894 1 0.00480349 0.00186722 0.0913863 0.0027062
15.7686 1 0.0300149 0.00224229 0.0946864 0.00301094
15.8479 1 0.0273484 0.00171393 0.056993 0.00221832
15.9271 1 0.0271697 0.00279984 0.110254 0.00622345
16.0063 1 0.0738087 0.00278743 0.0989407 0.0142127
16.0856 1 0.0443112 0.00320878 0.137019 0.00569105
16.1648 1 0.138331 0.00837244 0.32102 0.0107281
16.2441 1 0.0311904 0.00161708 0.0674169 0.00309833
16.3233 1 0.0184413 0.00199786 0.0743209 0.0133069
16.4025 1 0.0190218 0.00846282 0.326386 0.0138988
16.4818 1 0.0153246 0.00242176 0.136237 0.00653875
16.561 1 0.0111028 0.00181754 0.0925946 0.0147072
16.6403 1 0.0476623 0.00764931 0.348018 0.0180537
16.7195 1 0.165864 0.0252314 1.38526 0.120694
16.7987 1 0.0333249 0.0100733 0.444445 0.020558
16.878 1 0.024924 0.00469977 0.165769 0.0290054
16.9572 1 0.0383325 0.00585909 0.260672 0.0602159
17.0364 1 0.00535278 0.00206453 0.154102 0.0279227
17.1157 1 0.010276 0.00152786 0.0471587 0.017395
17.1949 1 0.0357193 0.00417751 0.196659 0.035035
17.2742 1 0.0362292 0.0158079 0.675001 0.0525195
17.3534 1 0.0117561 0.0093325 0.387898 0.068983
17.4326 1 0.00627281 0.00425827 0.185194 0.0138172
17.5119 1 0.0211256 0.00397136 0.149456 0.0351625
17.5911 1 0.00525108 0.00221088 0.0770096 0.014524
17.6704 1 0.0171274 0.00406679 0.138945 0.0349854
17.7496 1 0.0125985 0.0044941 0.190494 0.00686456
17.8288 1 0.0267405 0.00359688 0.155339 0.0685654
17.9081 1 0.0100088 0.00434856 0.189414 0.0185479
17.9873 1 0.0251536 0.0174127 0.760626 0.0607483
18.0666 1 0.000869148 0.00514819 0.203179 0.0186715
18.1458 1 0.0241277 0.00377844 0.13174 0.0356994
18.225 1 0.0133054 0.00550408 0.23263 0.0280988
18.3043 1 0.0244769 0.00272536 0.0888486 0.00510768
18.3835 1 0.0111942 0.00632184 0.288823 0.044967
18.4628 1 0.0151838 0.00881272 0.388396 0.0400521
18.542 1 0.00631847 0.00647312 0.269334 0.0384837
18.6212 1 0.0119727 0.00435532 0.170173 0.0334926
18.7005 1 0.00197972 0.00326146 0.115599 0.0268849
18.7797 1 0.0297932 0.00520983 0.196065 0.0585064
18.859 1 0.00494138 0.00411068 0.163359 0.0143601
18.9382 1 0.0153162 0.00372075 0.132899 0.024365
19.0174 1 0.0110141 0.00545135 0.227074 0.0608907
19.0967 1 0.0100012 0.00296558 0.0768983 0.0240733
19.1759 1 0.00653148 0.00334503 0.126748 0.0283563
19.2551 1 0.0161914 0.00921047 0.378845 0.013134
19.3344 1 0.0294087 0.0220858 1.03439 0.0120067
19.4136 1 0.00580248 0.00489078 0.210667 0.00466973
19.4929 1 0.00975668 0.00679399 0.286052 0.0191426
19.5721 1 0.0128599 0.00346577 0.124133 0.0112904
19.6513 1 0.0164551 0.0104243 0.449848 0.0107289
19.7306 1 0.0260441 0.00391954 0.150119 0.0152291
19.8098 1 0.00679025 0.0102278 0.442124 0.00510505
19.8891 1 0.0195741 0.00385975 0.158769 0.0135397
19.9683 1 0.0314855 0.0160576 0.643749 0.0367183
20.0475 1 0.0376277 0.00549613 0.21318 0.00162159
20.1268 1 0.0086596 0.00337491 0.114302 0.0124659
20.206 1 0.0944655 0.010735 0.171381 0.0671871
20.2853 1 0.0671352 0.0338685 1.41846 0.0605563
20.3645 1 0.0368141 0.0038589 0.0463203 0.00467353
20.4437 1 0.0202289 0.0163242 0.724704 0.00480938
20.523 1 0.0135702 0.00397775 0.147841 0.0061613
20.6022 1 0.0502094 0.0270535 1.26876 0.0192836
20.6815 1 0.0327328 0.00684423 0.274998 0.00304992
20.7607 1 0.0498905 0.0127764 0.47681 0.00699395
20.8399 1 0.156102 0.0282787 1.06767 0.0141815
20.9192 1 0.0301612 0.00418508 0.151987 0.00115374
20.9984 1 0.054987 0.0159232 0.609953 0.0013614
21.0777 1 0.0593859 0.0277182 1.30802 0.00115364
21.1569 1 0.024766 0.0048822 0.207522 0.00116914
21.2361 1 0.0871212 0.038157 1.48271 0.00970563
21.3154 1 0.0689851 0.024489 1.12793 0.0376797
21.3946 1 0.031325 0.0251715 1.04146 0.00603306
21.4738 1 0.0462405 0.0171882 0.743845 0.017828
21.5531 1 0.0268357 0.0117633 0.518546 0.0124214
21.6323 1 0.0115903 0.0177704 0.725078 0.0207102
21.7116 1 0.0143434 0.00378845 0.114478 0.0174887
21.7908 1 0.0192999 0.00345007 0.309633 0.0148469
21.87 1 0.0174689 0.0149019 0.684664 0.017868
21.9493 1 0.016299 0.0119839 0.56856 0.00613734
22.0285 1 0.0122662 0.00873339 0.371967 0.0351637
22.1078 1 0.0172128 0.0086013 0.360586 0.0315344
22.187 1 0.0316445 0.00952876 0.361509 0.0427566
22.2662 1 0.0206351 0.00514173 0.290041 0.0221624
22.3455 1 0.010448 0.00449188 0.133183 0.0208677
22.4247 1 0.0202912 0.00781229 0.355063 0.00797071
22.504 1 0.0124101 0.00785933 0.328948 0.0290929
22.5832 1 0.0454096 0.0256499 1.12057 0.032277
22.6624 1 0.00796796 0.00384641 0.126732 0.023536
22.7417 1 0.0557122 0.0114693 0.495907 0.0116264
22.8209 1 0.0803762 0.0318815 1.20675 0.136973
22.9002 1 0.0116421 0.00814353 0.329952 0.0245171
22.9794 1 0.020494 0.00345475 0.117415 0.0165033
23.0586 1 0.0194109 0.00362634 0.139254 0.00210186
23.1379 1 0.0252631 0.0124282 0.598237 0.0220496
23.2171 1 0.0111145 0.0100446 0.434743 0.014177
23.2964 1 0.0122841 0.00911161 0.400868 0.0066127
23.3756 1 0.0350841 0.00998184 0.430237 0.024815
23.4548 1 0.0400658 0.0106587 0.378753 0.0286188
23.5341 1 0.00256576 0.00517659 0.229139 0.0169122
23.6133 1 0.0140366 0.0162564 0.653994 0.039904
23.6925 1 0.0125319 0.00658453 0.294656 0.018218
23.7718 1 0.0561663 0.0109081 0.415048 0.0203064
23.851 1 0.00587388 0.00192541 0.0747318 0.0122077
23.9303 1 0.0277633 0.00462372 0.199738 0.0147483
24.0095 1 0.00317117 0.00210257 0.0686908 0.0196157
24.0887 1 0.0245592 0.00477215 0.18424 0.0160732
24.168 1 0.0184838 0.00837894 0.370999 0.0280415
24.2472 1 0.0164998 0.00452871 0.222976 0.0116579
24.3265 1 0.00325814 0.0058761 0.24296 0.0104739
24.4057 1 0.007047 0.00418328 0.180297 0.0106122
24.4849 1 0.0177119 0.0038333 0.177744 0.01466
24.5642 1 0.00382102 0.00293506 0.12931 0.00915089
24.6434 1 0.00703354 0.00259616 0.130581 0.00349174
24.7227 1 0.0109839 0.00299203 0.17001 0.0114689
24.8019 1 0.0360269 0.00322318 0.0709167 0.0424268
24.8811 1 0.0219573 0.00867159 0.338248 0.0425214
24.9604 1 0.0213096 0.00639999 0.278115 0.0138865
25.0396 1 0.00555628 0.00189454 0.104681 0.00855169
25.1189 1 0.0102247 0.0036456 0.188517 0.0110277
25.1981 1 0.0150928 0.00203908 0.0788776 0.00117587
25.2773 1 0.0121877 0.00865676 0.399901 0.0155305
25.3566 1 0.012975 0.0011535 0.0771823 0.00883663
25.4358 1 0.00978522 0.00226669 0.10241 0.00662103
25.5151 1 0.00670429 0.00240967 0.145017 0.0222419
25.5943 1 0.00558818 0.0017191 0.0842208 0.00155058
25.6735 1 0.0159292 0.00872284 0.423047 0.0176438
25.7528 1 0.0054297 0.00873182 0.440191 0.01749
25.832 1 0.00343023 0.00208483 0.0868791 0.00865393
25.9113 1 0.00424919 0.0012574 0.0960341 0.0113533
25.9905 1 0.00272074 0.00183634 0.0718848 0.0147326
26.0697 1 0.00116986 0.00201876 0.0983887 0.0134332
26.149 1 0.00311341 0.00291059 0.126801 0.00378953
26.2282 1 0.00424055 0.00171074 0.0780907 0.00345332
26.3074 1 0.0206835 0.00646065 0.297705 0.0386807
26.3867 1 0.000687864 0.0040611 0.205032 0.0049423
26.4659 1 0.00140364 0.00141391 0.0935371 0.00193915
26.5452 1 0.00355137 0.00139025 0.0737178 0.0108373
26.6244 1 0.00427043 0.00193585 0.113827 0.00256588
26.7036 1 0.000786459 0.000790848 0.062159 0.00787395
26.7829 1 0.00547419 0.00121947 0.0852598 0.00348285
26.8621 1 0.0044603 0.00112423 0.0815075 0.00740315
26.9414 1 0.00706314 0.0024201 0.118791 0.0059917
27.0206 1 0.00452806 0.00147912 0.0985482 0.00759498
27.0998 1 0.00499562 0.00244915 0.145443 0.00126523
27.1791 1 0.00394266 0.00235021 0.130127 0.00242581
27.2583 1 0.00394699 0.001771 0.0980366 0.00313736
27.3376 1 0.00407557 0.00212242 0.107431 0.00688494
27.4168 1 0.0162718 0.00333778 0.252937 0.0297995
27.496 1 0.010345 0.00136654 0.0742333 0.00780484
27.5753 1 0.00324049 0.00174613 0.0866413 0.00474169
27.6545 1 0.00519456 0.00115367 0.0714101 0.00280481
27.7338 1 0.00346103 0.001093 0.0630248 0.00303458
27.813 1 0.00575139 0.00171256 0.0949653 0.00407378
27.8922 1 0.00403468 0.00227182 0.118205 0.00417257
27.9715 1 0.00619078 0.000871412 0.0508052 0.00479416
28.0507 1 0.0159744 0.00124105 0.0515892 0.0019968
28.13 1 0.0351637 0.00052209 0.0411422 0.00628026
28.2092 1 0.0251042 0.00233007 0.11157 0.014476
28.2884 1 0.0277802 0.00151242 0.100972 0.00146302
28.3677 1 0.0350921 0.00374078 0.170398 0.0214544
28.4469 1 0.016145 0.00209941 0.118296 0.0118537
28.5261 1 0.00146989 0.00232463 0.132027 0.00421358
28.6054 1 0.0111497 0.00143697 0.0730673 0.00831696
28.6846 1 0.00435825 0.00176857 0.106892 0.00011419
28.7639 1 0.00398309 0.00274801 0.147819 0.00274727
28.8431 1 0.00602404 0.00204162 0.114823 0.00193009
28.9223 1 0.0113323 0.000563926 0.0346792 0.00205568
29.0016 1 0.000811454 0.00175833 0.109509 0.00229405
29.0808 1 0.00596793 0.00260605 0.143411 0.00430238
29.1601 1 0.00229427 0.00234819 0.138567 0.000211874
29.2393 1 0.00148081 0.00122098 0.0814664 0.00144904
29.3185 1 0.00468414 0.00076541 0.0536646 0.00153815
29.3978 1 0.00895456 0.00156801 0.0874032 0.00463449
29.477 1 0.00323728 0.00184842 0.09915 0.00341747
29.5563 1 0.0148184 0.00236267 0.117577 0.00483765
29.6355 1 0.00887736 0.00346246 0.197824 0.00278222
29.7147 1 0.000786612 0.00085213 0.063487 0.000332631
29.794 1 0.00579695 0.00173651 0.100257 0.00219732
29.8732 1 0.0176006 0.00382738 0.209077 0.00614968
29.9525 1 0.0130366 0.00368871 0.173429 0.000421396
30.0317 1 0.00364581 0.00193069 0.119476 0.00230055
30.1109 1 0.00434016 0.00147718 0.0738673 0.00804011
30.1902 1 0.0057679 0.00248644 0.129373 0.00333971
30.2694 1 0.0118918 0.00171354 0.0767387 0.00864562
30.3487 1 0.0062201 0.00335074 0.148231 0.007507
30.4279 1 0.0236823 0.00338085 0.146607 0.00855679
30.5071 1 0.00443781 0.00277017 0.14454 0.00520146
30.5864 1 0.0157519 0.00231392 0.11782 0.00485592
30.6656 1 0.0361227 0.00680691 0.367643 0.00465951
30.7448 1 0.0280563 0.00296751 0.162624 0.00171966
30.8241 1 0.027607 0.00358374 0.146634 0.0144139
30.9033 1 0.0300089 0.00325947 0.165513 0.00708184
30.9826 1 0.0225153 0.00542132 0.251013 0.00631947
31.0618 1 0.0156041 0.00360629 0.192533 0.00110419
31.141 1 0.047876 0.0201967 1.07797 0.013019
31.2203 1 0.151207 0.0137823 0.721814 0.009429
31.2995 1 0.0211101 0.0090366 0.445914 0.00766428
31.3788 1 0.00776967 0.00208555 0.0925585 0.000536716
31.458 1 0.0135891 0.00109924 0.0213897 0.000541585
31.5372 1 0.0407114 0.00288778 0.134499 0.00027893
31.6165 1 0.066645 0.00926343 0.495957 0.000700526
31.6957 1 0.00164425 0.0100703 0.527732 0.00158023
31.775 1 0.0360144 0.00555357 0.221562 0.00572501
31.8542 1 0.0514923 0.000658834 0.0450908 0.00198267
31.9334 1 0.0323158 0.00393837 0.194405 0.00413174
32.0127 1 0.018547 0.00680605 0.336084 0.0075556
32.0919 1 0.038757 0.0040551 0.193851 0.00771184
32.1712 1 0.039362 0.00425402 0.222261 0.004051
32.2504 1 0.0275528 0.00392343 0.193546 0.00959951
32.3296 1 0.0303215 0.000510083 0.0302198 0.00273397
32.4089 1 0.021397 0.00239876 0.117753 0.0045895
32.4881 1 0.024096 0.00419226 0.211163 0.0057885
32.5674 1 0.0494863 0.00659983 0.318858 0.0055583
32.6466 1 0.0293791 0.00297103 0.161051 0.0108916
32.7258 1 0.0638495 0.00613858 0.291596 0.0160598
32.8051 1 0.0325829 0.0012822 0.0813126 0.00344634
32.8843 1 0.0245354 0.000469457 0.0783138 0.0044246
32.9635 1 0.0327174 0.00530153 0.278281 0.0022964
33.0428 1 0.030476 0.00538693 0.232328 0.00508463
33.122 1 0.0179869 0.00336107 0.186907 0.00745636
33.2013 1 0.187917 0.0291757 1.17116 0.158717
33.2805 1 0.0260415 0.00494655 0.248662 0.00606892
33.3597 1 0.125755 0.0161796 0.637146 0.0949218
33.439 1 0.131066 0.0108013 0.37962 0.0781489
33.5182 1 0.0232284 0.0112368 0.545869 0.0466616
33.5975 1 0.00510863 0.00387723 0.184807 0.0202668
33.6767 1 0.0676989 0.0108596 0.485671 0.0465092
33.7559 1 0.0310908 0.00707139 0.361807 0.0175083
33.8352 1 0.0207842 0.00439878 0.204571 0.0121872
33.9144 1 0.149536 0.0163222 0.751724 0.0994987
33.9937 1 0.0374045 0.00293372 0.138825 0.0295398
34.0729 1 0.131619 0.0149593 0.670729 0.073148
34.1521 1 1.16526 0.00925043 2.58963 1.35125
34.2314 1 0.0246502 0.00176252 0.0781173 0.0195933
34.3106 1 0.00507525 0.00506551 0.251752 0.0203866
34.3899 1 0.0347815 0.00510387 0.204122 0.050389
34.4691 1 0.0346645 0.00411896 0.219957 0.016221
34.5483 1 0.0434474 0.00620041 0.29193 0.0344814
34.6276 1 0.027661 0.00675655 0.349252 0.0147737
34.7068 1 0.0289585 0.00355197 0.154 0.0152854
34.7861 1 0.069206 0.0108782 0.559086 0.0390752
34.8653 1 0.0509507 0.00257297 0.0675935 0.0711925
34.9445 1 0.0224753 0.00501659 0.260865 0.0438444
35.0238 1 0.0622866 0.00507035 0.184628 0.0893549
35.103 1 0.0410123 0.00810173 0.404027 0.029904
35.1822 1 0.0343391 0.00344844 0.133107 0.0243954
35.2615 1 0.0919553 0.0187629 0.94794 0.0592738
35.3407 1 0.0300787 0.00360788 0.184819 0.0173108
35.42 1 0.0424482 0.00546225 0.279414 0.0645208
35.4992 1 0.0255231 0.00543019 0.256405 0.0404745
35.5784 1 0.240239 0.0333218 1.39514 0.136434
35.6577 1 0.0221743 0.00681104 0.322473 0.0432615
35.7369 1 0.0930475 0.0115277 0.475906 0.0440059
35.8162 1 0.0495799 0.0036257 0.153669 0.0149103
35.8954 1 0.0665362 0.0079322 0.534044 0.116581
35.9746 1 0.0191585 0.00383516 0.179163 0.0175095
36.0539 1 0.0592135 0.00533412 0.240763 0.0189677
36.1331 1 0.023159 0.0060805 0.303733 0.0353039
36.2124 1 0.0240084 0.0051796 0.211587 0.017553
36.2916 1 0.0143682 0.00595798 0.270875 0.0562802
36.3708 1 0.0593905 0.00593478 0.303245 0.0400724
36.4501 1 0.0253436 0.000247724 0.0773851 0.0397771
36.5293 1 0.0324434 0.00655398 0.30728 0.0361756
36.6086 1 0.163264 0.00823174 0.378975 0.0820518
36.6878 1 0.118901 0.00484222 0.0739671 0.102278
36.767 1 0.0470648 0.00235094 0.104705 0.0270736
36.8463 1 0.0520556 0.00927133 0.445751 0.0460048
36.9255 1 0.120867 0.0131476 0.706551 0.0576465
37.0048 1 0.163498 0.0116595 0.561048 0.0243809
